patient_id,mrn,first_name,last_name,date_of_birth,gender,ssn,phone,email,address,city,state,zip_code,emergency_contact_name,emergency_contact_phone,primary_insurance_id,secondary_insurance_id,blood_type,is_active,registration_date
PAT000339,MRN1000339,Lisa,Brown,1991-01-21,Male,708-11-1220,555-919-1242,patient339@outlook.com,7808 Maple Dr,Houston,CA,19673,Elizabeth Rodriguez,555-753-2760,INS000726,,O-,True,2021-06-17 23:53:57.966615
PAT000340,MRN1000340,Michael,Davis,1940-07-14,Male,720-99-7840,555-597-9986,patient340@outlook.com,7125 Lake Dr,Chicago,IL,64431,Jennifer Lopez,555-114-5678,INS000460,,A-,True,2020-05-16 23:53:57.966615
PAT000341,MRN1000341,Charles,Smith,1938-03-13,Female,503-31-8264,555-179-9991,patient341@outlook.com,571 Lake Dr,San Antonio,FL,19229,Robert Gonzalez,555-458-9041,INS000223,INS000703,B-,True,2024-04-05 23:53:57.966615
PAT000342,MRN1000342,Nancy,Moore,2004-12-13,Male,140-27-7715,555-567-2594,patient342@gmail.com,2329 Oak Ave,Phoenix,IL,86732,Nancy Thompson,555-934-5045,INS000938,,B+,True,2022-01-18 23:53:57.966615
PAT000343,MRN1000343,Sarah,Moore,1949-05-09,Male,508-10-5297,555-146-7641,patient343@email.com,7945 Maple Dr,Philadelphia,FL,70250,Nancy Martin,555-832-5454,INS000529,,B+,True,2025-11-09 23:53:57.966615
PAT000344,MRN1000344,Christopher,Jackson,1967-07-22,Male,950-53-1862,555-746-9593,patient344@outlook.com,4912 Main St,San Antonio,NY,35234,Lisa Rodriguez,555-528-8132,INS000368,,AB+,True,2020-02-08 23:53:57.966615
PAT000345,MRN1000345,Thomas,Moore,1992-08-27,Female,694-56-8050,555-427-7934,patient345@gmail.com,3053 Cedar Ln,Phoenix,CA,83642,Nancy Lee,555-688-5917,INS000455,,A+,True,2022-05-17 23:53:57.966615
PAT000346,MRN1000346,Charles,Miller,1993-09-06,Female,298-33-2093,555-408-3111,patient346@email.com,2272 Pine Rd,Austin,IL,43806,Jennifer Johnson,555-361-9089,INS000775,INS000924,B+,True,2022-04-13 23:53:57.966615
PAT000347,MRN1000347,William,Thompson,1999-09-01,Female,588-46-1644,555-438-8440,patient347@email.com,2897 Cedar Ln,San Antonio,CA,43079,Elizabeth Williams,555-911-4496,INS000845,INS000995,B-,True,2019-07-19 23:53:57.966615
PAT000348,MRN1000348,Patricia,Johnson,1998-04-07,Male,119-39-2226,555-959-1866,patient348@outlook.com,1641 Valley Blvd,San Diego,AZ,91721,Richard Martinez,555-805-4830,INS000498,,B-,True,2024-01-06 23:53:57.966615
PAT000349,MRN1000349,Linda,Hernandez,1989-09-26,Female,151-20-4598,555-516-9977,patient349@gmail.com,8705 Maple Dr,Phoenix,FL,92155,Patricia Lopez,555-652-8216,INS000615,,O+,True,2022-04-18 23:53:57.966615
PAT000350,MRN1000350,Jennifer,Thomas,1959-07-25,Male,351-57-4289,555-767-1037,patient350@outlook.com,1104 Park Ave,Los Angeles,FL,77406,Lisa Miller,555-886-9996,INS000458,INS000747,B+,True,2021-04-02 23:53:57.966615
PAT000351,MRN1000351,Patricia,Martinez,1973-11-27,Female,651-89-3910,555-246-8009,patient351@hotmail.com,4124 Pine Rd,Austin,NY,20734,Joseph Martinez,555-158-6334,INS000907,INS000957,O-,True,2024-03-10 23:53:57.966615
PAT000352,MRN1000352,James,Thompson,1957-03-31,Female,237-30-5880,555-941-4242,patient352@email.com,3945 Park Ave,Austin,TX,28260,Mary Thompson,555-233-9211,INS000210,INS000471,O+,True,2019-08-22 23:53:57.966615
PAT000353,MRN1000353,Charles,Moore,2004-05-10,Female,956-69-2534,555-350-2181,patient353@outlook.com,5222 Cedar Ln,Los Angeles,FL,21497,Barbara Williams,555-686-1491,INS000601,INS000749,A-,True,2020-09-11 23:53:57.966615
PAT000354,MRN1000354,Joseph,Moore,1941-05-18,Female,188-85-4640,555-481-5313,patient354@hotmail.com,336 Oak Ave,San Antonio,AZ,40276,Michael Davis,555-775-6435,INS000831,,O-,True,2023-12-22 23:53:57.966615
PAT000355,MRN1000355,Robert,Davis,1962-05-13,Female,491-10-1766,555-283-4214,patient355@outlook.com,9017 Oak Ave,New York,NY,10158,Joseph Martin,555-498-8155,INS000539,,O+,True,2021-10-24 23:53:57.966615
PAT000356,MRN1000356,Mary,Martin,1965-08-28,Male,529-12-9665,555-112-7623,patient356@outlook.com,5179 Cedar Ln,Philadelphia,AZ,16144,Linda Anderson,555-453-2439,INS000964,,AB+,True,2021-10-11 23:53:57.966615
PAT000357,MRN1000357,Daniel,Martin,2001-04-11,Female,247-69-8960,555-134-1864,patient357@outlook.com,4498 Pine Rd,Houston,NY,98157,Susan Gonzalez,555-666-4135,INS000767,,A+,True,2019-09-13 23:53:57.966615
PAT000358,MRN1000358,Jennifer,Harris,1949-04-15,Male,774-14-6248,555-289-4198,patient358@outlook.com,4958 Hill Rd,Austin,FL,82881,Lisa Jackson,555-553-9885,INS000154,,AB+,True,2024-05-26 23:53:57.966615
PAT000359,MRN1000359,Patricia,Thomas,1973-01-30,Female,509-45-7557,555-155-4031,patient359@hotmail.com,4535 Pine Rd,New York,CA,77108,Nancy Martin,555-918-5963,INS000278,,A+,True,2023-09-05 23:53:57.966615
PAT000360,MRN1000360,Jessica,Rodriguez,1963-08-05,Male,213-97-7848,555-614-8073,patient360@gmail.com,604 Pine Rd,San Antonio,FL,28341,Joseph Gonzalez,555-857-8362,INS000851,,AB+,True,2024-06-10 23:53:57.966615
PAT000361,MRN1000361,Mary,Harris,1995-04-09,Male,950-17-8766,555-995-6492,patient361@email.com,4679 Maple Dr,Phoenix,PA,95871,Sarah Brown,555-553-2483,INS000734,,O+,True,2022-05-15 23:53:57.966615
PAT000362,MRN1000362,Jessica,Brown,1991-05-28,Male,546-26-7404,555-762-6490,patient362@email.com,6126 Main St,Austin,IL,35325,Lisa Thompson,555-707-9661,INS000338,INS000538,AB-,True,2021-01-07 23:53:57.966615
PAT000363,MRN1000363,David,Moore,1997-04-18,Male,388-37-9613,555-812-1309,patient363@outlook.com,9945 Cedar Ln,New York,NY,79580,Richard Smith,555-871-9843,INS000654,,AB-,True,2024-04-05 23:53:57.966615
PAT000364,MRN1000364,Elizabeth,Lopez,2005-10-26,Female,830-55-1169,555-791-6348,patient364@email.com,7296 Park Ave,Austin,IL,49708,Thomas Hernandez,555-614-4873,INS000697,,A-,True,2020-07-27 23:53:57.966615
PAT000365,MRN1000365,Thomas,Wilson,1985-04-12,Female,115-83-6334,555-950-3262,patient365@yahoo.com,5851 Oak Ave,San Diego,PA,97295,David Thomas,555-555-5480,INS000336,,A-,True,2023-04-18 23:53:57.966615
PAT000366,MRN1000366,Barbara,Davis,1979-09-09,Male,333-69-3842,555-272-5723,patient366@yahoo.com,2033 Hill Rd,New York,PA,59213,John Anderson,555-351-5325,INS000243,,B+,True,2022-08-19 23:53:57.966615
PAT000367,MRN1000367,Michael,Smith,1944-05-13,Male,304-44-7941,555-858-2565,patient367@hotmail.com,7076 Oak Ave,Houston,CA,85099,Elizabeth Martin,555-463-1711,INS000539,,O+,True,2021-05-30 23:53:57.966615
PAT000368,MRN1000368,Elizabeth,Jones,1938-08-31,Female,192-66-7973,555-198-5739,patient368@hotmail.com,5610 Park Ave,Phoenix,PA,91853,Nancy Johnson,555-720-7607,INS000850,,B-,True,2019-12-25 23:53:57.966615
PAT000369,MRN1000369,Christopher,Anderson,1982-12-30,Male,774-28-4652,555-907-3513,patient369@gmail.com,4588 Main St,Chicago,PA,16715,Barbara Taylor,555-620-6225,INS000108,INS000269,A-,True,2019-04-01 23:53:57.966615
PAT000370,MRN1000370,Daniel,Lopez,1941-05-10,Female,789-24-4368,555-127-7614,patient370@gmail.com,9536 Cedar Ln,Philadelphia,IL,99181,Elizabeth Martin,555-733-4511,INS000384,,A-,True,2024-03-08 23:53:57.966615
PAT000371,MRN1000371,Susan,Smith,1971-07-01,Female,988-35-7723,555-518-8870,patient371@email.com,1788 Cedar Ln,Los Angeles,AZ,99993,Lisa Gonzalez,555-615-1664,INS000879,INS000289,A+,True,2020-09-24 23:53:57.966615
PAT000372,MRN1000372,Barbara,Johnson,1936-12-21,Female,217-11-5243,555-137-2689,patient372@hotmail.com,8209 Elm St,Austin,IL,83489,Thomas Taylor,555-504-3584,INS000087,,AB-,True,2025-06-05 23:53:57.966615
PAT000373,MRN1000373,David,Smith,1998-01-08,Female,389-21-8131,555-422-2235,patient373@yahoo.com,3252 Valley Blvd,San Diego,FL,63068,John Rodriguez,555-864-6298,INS000549,,A+,True,2023-01-04 23:53:57.966615
PAT000374,MRN1000374,Jessica,Miller,1963-07-24,Male,406-27-4277,555-362-6238,patient374@yahoo.com,8933 Valley Blvd,New York,NY,72661,William Jackson,555-159-3454,INS000161,,B+,True,2020-10-19 23:53:57.966615
PAT000375,MRN1000375,Charles,Johnson,1998-02-07,Female,832-22-7374,555-856-3321,patient375@hotmail.com,1164 Maple Dr,Los Angeles,AZ,26758,Karen Johnson,555-345-1738,INS000498,INS000951,B+,True,2024-01-22 23:53:57.966615
PAT000376,MRN1000376,Robert,Thompson,1956-12-19,Male,457-45-5713,555-119-2563,patient376@yahoo.com,7758 Main St,Dallas,PA,35774,Thomas Johnson,555-623-7388,INS000149,,B+,True,2023-11-19 23:53:57.966615
PAT000377,MRN1000377,Robert,Lopez,1993-01-21,Male,219-35-8532,555-980-7583,patient377@outlook.com,5341 Cedar Ln,Los Angeles,FL,98323,Michael Hernandez,555-387-7443,INS000881,,A+,True,2023-05-05 23:53:57.966615
PAT000378,MRN1000378,Mary,Harris,1958-12-20,Female,282-69-8698,555-534-5093,patient378@hotmail.com,2299 Cedar Ln,Philadelphia,TX,38580,Thomas Gonzalez,555-921-3709,INS000695,,O-,True,2023-03-15 23:53:57.966615
PAT000379,MRN1000379,Linda,Gonzalez,2001-12-02,Male,774-59-9574,555-310-9508,patient379@yahoo.com,5421 Oak Ave,Dallas,NY,19643,Jennifer Martinez,555-371-4642,INS000193,,AB+,True,2023-03-23 23:53:57.966615
PAT000380,MRN1000380,James,Thompson,1965-07-15,Female,470-71-7884,555-244-3109,patient380@outlook.com,1014 Hill Rd,Austin,IL,18042,Lisa Johnson,555-405-4804,INS000784,,AB-,True,2021-03-19 23:53:57.966615
PAT000381,MRN1000381,Mary,Gonzalez,2007-06-29,Female,870-14-7913,555-238-3238,patient381@email.com,3034 Park Ave,Los Angeles,PA,44563,Nancy Lopez,555-466-5114,INS000528,,AB-,True,2021-05-17 23:53:57.966615
PAT000382,MRN1000382,Elizabeth,Brown,1967-04-04,Female,979-98-4414,555-384-1612,patient382@yahoo.com,1346 Oak Ave,Houston,TX,97203,Joseph Rodriguez,555-641-7646,INS000892,,B+,True,2021-07-31 23:53:57.966615
PAT000383,MRN1000383,William,Jackson,1985-01-06,Female,909-42-5789,555-132-6234,patient383@yahoo.com,545 Maple Dr,San Antonio,FL,44393,William Hernandez,555-709-6406,INS000142,,B+,True,2024-11-10 23:53:57.966615
PAT000384,MRN1000384,Charles,Martin,1980-07-27,Male,284-89-1737,555-337-3137,patient384@yahoo.com,5315 Park Ave,Dallas,FL,79366,James Jackson,555-281-2836,INS000448,,O-,True,2025-07-11 23:53:57.966615
PAT000385,MRN1000385,Susan,Lopez,1986-02-01,Male,938-45-8021,555-288-3885,patient385@gmail.com,5335 Valley Blvd,Chicago,IL,26366,Karen Jackson,555-291-2673,INS000955,,O+,True,2022-01-29 23:53:57.966615
PAT000386,MRN1000386,Elizabeth,Lee,1971-07-16,Female,928-18-8755,555-148-7102,patient386@email.com,4477 Pine Rd,Austin,IL,74722,Sarah Wilson,555-802-6827,INS000282,,O-,True,2024-12-01 23:53:57.966615
PAT000387,MRN1000387,Richard,Miller,2003-03-26,Male,435-53-2639,555-486-3291,patient387@gmail.com,9568 Valley Blvd,San Antonio,TX,98639,Michael Garcia,555-498-1527,INS000873,INS000863,O-,True,2022-09-12 23:53:57.966615
PAT000388,MRN1000388,John,Smith,1995-01-28,Female,623-80-8231,555-770-1451,patient388@hotmail.com,2974 Main St,San Diego,NY,71106,William Lopez,555-942-4852,INS000135,,AB+,True,2019-04-27 23:53:57.966615
PAT000389,MRN1000389,Robert,Lopez,1987-10-27,Female,120-21-9100,555-197-1759,patient389@yahoo.com,2959 Maple Dr,New York,TX,92325,Linda Hernandez,555-616-8403,INS000601,,B+,True,2021-09-16 23:53:57.966615
PAT000390,MRN1000390,Lisa,Gonzalez,1939-11-30,Female,734-88-4093,555-970-2237,patient390@email.com,7968 Park Ave,San Diego,TX,42114,Robert Anderson,555-165-1083,INS000364,,B-,True,2025-01-24 23:53:57.966615
PAT000391,MRN1000391,Karen,Martinez,1981-01-02,Male,276-48-3994,555-216-4403,patient391@gmail.com,6352 Park Ave,Phoenix,FL,92330,Lisa Jackson,555-633-9944,INS000889,INS000437,B-,True,2019-11-29 23:53:57.966615
PAT000392,MRN1000392,Linda,Brown,1981-10-04,Male,142-31-5702,555-362-9752,patient392@outlook.com,9653 Park Ave,Chicago,CA,64092,Patricia Brown,555-146-4433,INS000980,,AB-,True,2025-07-02 23:53:57.966615
PAT000393,MRN1000393,Charles,Moore,1937-06-30,Male,673-38-8295,555-414-4425,patient393@gmail.com,9929 Pine Rd,Los Angeles,CA,57553,Patricia Williams,555-438-6084,INS000101,,AB+,True,2021-10-18 23:53:57.966615
PAT000394,MRN1000394,Mary,Rodriguez,1996-03-27,Male,415-44-5379,555-328-2655,patient394@hotmail.com,2850 Valley Blvd,Philadelphia,AZ,51551,Daniel Johnson,555-529-5763,INS000517,,B-,True,2020-04-14 23:53:57.966615
PAT000395,MRN1000395,James,Jackson,1991-07-31,Female,179-73-3756,555-297-4732,patient395@hotmail.com,5784 Maple Dr,Houston,PA,64917,Daniel Taylor,555-490-7998,INS000352,,B-,True,2021-08-08 23:53:57.966615
PAT000396,MRN1000396,Robert,Miller,1975-09-17,Male,324-44-6658,555-757-3855,patient396@outlook.com,3896 Hill Rd,Los Angeles,PA,19202,Barbara White,555-100-5909,INS000190,,O-,False,2024-02-24 23:53:57.966615
PAT000397,MRN1000397,Lisa,Anderson,1995-02-13,Male,538-52-4217,555-472-3974,patient397@yahoo.com,6386 Oak Ave,Austin,CA,89417,John Moore,555-701-1960,INS000892,,B-,True,2020-05-30 23:53:57.966615
PAT000398,MRN1000398,Barbara,Moore,1999-09-23,Male,613-59-5186,555-629-7206,patient398@outlook.com,9417 Cedar Ln,Houston,IL,28153,William Wilson,555-317-8814,INS000372,INS000590,B+,True,2019-11-20 23:53:57.966615
PAT000399,MRN1000399,Patricia,Thompson,1949-12-05,Female,559-82-1176,555-219-4517,patient399@gmail.com,1621 Oak Ave,San Antonio,TX,26573,Nancy Wilson,555-512-5252,INS000374,,O-,True,2021-09-17 23:53:57.966615
PAT000400,MRN1000400,Robert,Martinez,1972-05-30,Female,269-55-5807,555-262-4985,patient400@gmail.com,8976 Maple Dr,Chicago,CA,19413,Thomas Martin,555-551-5525,INS000663,,B-,True,2020-03-18 23:53:57.966615
PAT000401,MRN1000401,Patricia,Wilson,2006-09-04,Male,891-78-7057,555-850-5164,patient401@hotmail.com,366 Valley Blvd,Philadelphia,NY,79508,Sarah Thompson,555-570-8050,INS000479,,O+,True,2020-03-10 23:53:57.966615
PAT000402,MRN1000402,Michael,Anderson,1995-02-18,Male,863-38-7201,555-443-7745,patient402@outlook.com,3876 Cedar Ln,Chicago,FL,81689,Lisa Hernandez,555-852-3007,INS000703,,B+,True,2020-10-05 23:53:57.966615
PAT000403,MRN1000403,Lisa,Jackson,1977-05-06,Male,962-27-7848,555-795-5641,patient403@email.com,2177 Cedar Ln,San Antonio,FL,27853,Karen Davis,555-772-2342,INS000429,,A-,False,2019-02-18 23:53:57.966615
PAT000404,MRN1000404,Joseph,Johnson,1991-10-24,Male,672-82-1679,555-441-3068,patient404@gmail.com,2537 Cedar Ln,New York,TX,28311,Jennifer Williams,555-536-2328,INS000793,INS000490,AB-,True,2024-02-22 23:53:57.966615
PAT000405,MRN1000405,David,Taylor,1988-10-18,Female,387-98-8661,555-321-5985,patient405@gmail.com,136 Park Ave,Chicago,NY,12751,Linda Lopez,555-290-3906,INS000541,,A-,True,2022-12-29 23:53:57.966615
PAT000406,MRN1000406,Richard,Thomas,1955-05-01,Female,277-35-9449,555-290-9201,patient406@hotmail.com,7057 Pine Rd,Chicago,PA,63826,Charles Wilson,555-218-6538,INS000803,,A+,True,2023-03-26 23:53:57.966615
PAT000407,MRN1000407,Barbara,Harris,1983-11-05,Male,544-44-2035,555-509-5889,patient407@gmail.com,8494 Maple Dr,Los Angeles,TX,37960,Patricia Taylor,555-145-4895,INS000539,,A+,True,2019-04-08 23:53:57.966615
PAT000408,MRN1000408,Thomas,Smith,1940-04-17,Male,768-11-1052,555-891-5881,patient408@gmail.com,4526 Park Ave,San Antonio,CA,20696,Nancy Miller,555-844-7636,INS000678,,B+,False,2023-03-09 23:53:57.966615
PAT000409,MRN1000409,Daniel,Lee,2000-09-03,Other,709-53-4721,555-724-8253,patient409@gmail.com,3234 Maple Dr,Austin,FL,78979,Mary Thompson,555-815-6128,INS000742,,O+,True,2025-10-30 23:53:57.966615
PAT000410,MRN1000410,Karen,Brown,1995-04-29,Male,612-53-6127,555-538-1081,patient410@gmail.com,5013 Hill Rd,New York,FL,62118,Joseph Harris,555-459-7697,INS000082,INS000802,A+,True,2023-04-15 23:53:57.966615
PAT000411,MRN1000411,Richard,Taylor,1942-05-03,Female,593-44-3857,555-277-5320,patient411@outlook.com,8927 Valley Blvd,Dallas,NY,47673,Daniel Miller,555-827-9236,INS000345,,O-,True,2019-01-22 23:53:57.966615
PAT000412,MRN1000412,Michael,Thomas,1948-06-16,Male,193-60-5563,555-697-9388,patient412@yahoo.com,3869 Maple Dr,Dallas,PA,25933,Christopher Rodriguez,555-828-2149,INS000927,,O-,True,2022-01-01 23:53:57.966615
PAT000413,MRN1000413,David,Garcia,1942-07-12,Female,340-51-1262,555-540-8035,patient413@outlook.com,4316 Maple Dr,San Diego,PA,73005,Daniel Moore,555-753-1727,INS000347,,B+,True,2025-02-08 23:53:57.966615
PAT000414,MRN1000414,Charles,Wilson,2006-07-13,Male,955-14-4610,555-297-5384,patient414@gmail.com,7843 Elm St,Philadelphia,FL,60384,James Johnson,555-143-5959,INS000606,,A-,True,2020-03-17 23:53:57.966615
PAT000415,MRN1000415,David,Lee,1955-09-22,Female,588-78-2272,555-278-1893,patient415@gmail.com,1779 Hill Rd,Phoenix,AZ,18274,Robert Jones,555-225-6142,INS000043,,AB+,True,2021-04-02 23:53:57.966615
PAT000416,MRN1000416,Christopher,Johnson,1983-09-10,Other,368-96-8001,555-847-6842,patient416@email.com,6346 Park Ave,Dallas,PA,93633,Nancy Wilson,555-633-4630,INS000250,,B-,True,2019-01-26 23:53:57.966615
PAT000417,MRN1000417,Nancy,Smith,1980-09-07,Male,151-49-9007,555-353-8164,patient417@gmail.com,4268 Main St,New York,IL,92535,William Jones,555-320-4550,INS000055,,AB+,True,2022-05-29 23:53:57.966615
PAT000418,MRN1000418,Jessica,Brown,1941-07-01,Male,966-92-7726,555-868-8435,patient418@yahoo.com,8418 Park Ave,Chicago,PA,92231,Barbara Martin,555-481-3146,INS000960,,O+,True,2021-05-13 23:53:57.966615
PAT000419,MRN1000419,James,Lee,1968-01-14,Male,854-22-5810,555-751-8758,patient419@outlook.com,6030 Cedar Ln,Austin,TX,39274,Jessica Thompson,555-965-9909,INS000526,INS000980,O+,True,2025-01-25 23:53:57.966615
PAT000420,MRN1000420,Sarah,Miller,1936-06-24,Male,327-68-9277,555-740-4973,patient420@hotmail.com,2979 Cedar Ln,Houston,CA,13808,Robert Smith,555-525-7571,INS000127,,AB-,True,2023-06-20 23:53:57.966615
PAT000421,MRN1000421,Susan,Wilson,1965-06-28,Male,635-43-5518,555-383-6906,patient421@email.com,4181 Hill Rd,Houston,IL,30387,David Hernandez,555-101-2645,INS000589,,B-,True,2022-09-06 23:53:57.966615
PAT000422,MRN1000422,John,Lopez,1991-11-19,Male,317-68-1839,555-281-8731,patient422@email.com,2993 Park Ave,Philadelphia,CA,34849,Elizabeth Moore,555-934-4660,INS000434,,O-,True,2022-12-24 23:53:57.966615
PAT000423,MRN1000423,Charles,White,1974-05-04,Female,505-58-2349,555-950-4801,patient423@yahoo.com,2288 Hill Rd,Dallas,NY,64193,Jennifer Jackson,555-627-6141,INS000746,,A-,True,2025-07-07 23:53:57.966615
PAT000424,MRN1000424,Karen,Brown,1952-09-13,Male,655-67-6757,555-464-7631,patient424@hotmail.com,5502 Elm St,Houston,FL,44314,Thomas Thomas,555-423-1005,INS000745,,AB-,True,2019-09-30 23:53:57.966615
PAT000425,MRN1000425,Michael,Johnson,2006-01-11,Male,999-63-5200,555-954-2509,patient425@outlook.com,441 Lake Dr,Dallas,FL,25252,Sarah Brown,555-884-1424,INS000873,,AB-,True,2019-12-26 23:53:57.966615
PAT000426,MRN1000426,John,Davis,1989-05-17,Female,524-69-3152,555-442-3909,patient426@hotmail.com,4507 Maple Dr,Phoenix,NY,92285,Daniel Martin,555-271-6549,INS000851,,O-,True,2023-06-27 23:53:57.966615
PAT000427,MRN1000427,William,Rodriguez,1947-07-22,Male,795-59-4831,555-492-7623,patient427@email.com,5670 Main St,Houston,TX,67194,Robert Williams,555-904-8895,INS000636,,B-,True,2023-05-28 23:53:57.966615
PAT000428,MRN1000428,Daniel,Martinez,1991-09-03,Female,513-80-2100,555-479-6447,patient428@outlook.com,9563 Elm St,Austin,TX,89632,Elizabeth Thomas,555-297-9497,INS000337,INS000126,A-,True,2024-11-26 23:53:57.966615
PAT000429,MRN1000429,Barbara,Martinez,1970-04-26,Male,476-94-5864,555-676-2086,patient429@email.com,2772 Hill Rd,Los Angeles,NY,41291,Nancy Rodriguez,555-111-2735,INS000866,,A+,True,2019-12-08 23:53:57.966615
PAT000430,MRN1000430,Sarah,Rodriguez,1950-07-02,Female,810-21-9510,555-373-8994,patient430@yahoo.com,8669 Valley Blvd,New York,IL,65516,Karen Harris,555-996-1510,INS000311,,AB-,True,2023-04-07 23:53:57.966615
PAT000431,MRN1000431,Elizabeth,Jones,1951-12-10,Female,481-76-1549,555-882-7391,patient431@yahoo.com,6214 Valley Blvd,San Antonio,NY,76419,Sarah Rodriguez,555-170-4020,INS000269,,B+,True,2019-12-08 23:53:57.966615
PAT000432,MRN1000432,Michael,Martin,1976-05-17,Female,161-29-8418,555-261-7057,patient432@hotmail.com,4556 Lake Dr,Philadelphia,IL,34808,Joseph Martinez,555-976-5821,INS000760,,A+,False,2025-09-24 23:53:57.966615
PAT000433,MRN1000433,William,Martin,1979-09-22,Other,586-99-3735,555-906-5035,patient433@hotmail.com,235 Maple Dr,San Diego,CA,51532,Richard Smith,555-930-6796,INS000514,,B-,True,2024-09-06 23:53:57.966615
PAT000434,MRN1000434,Daniel,Johnson,1999-08-04,Male,690-24-1181,555-993-9370,patient434@email.com,9427 Park Ave,Houston,NY,92008,Elizabeth Garcia,555-976-8629,INS000465,,A-,True,2021-08-11 23:53:57.966615
PAT000435,MRN1000435,David,Gonzalez,1987-11-26,Other,895-76-6047,555-162-7824,patient435@email.com,7013 Cedar Ln,Philadelphia,IL,89886,Charles Davis,555-196-9879,INS000397,,O-,True,2019-07-19 23:53:57.966615
PAT000436,MRN1000436,Richard,Thomas,1996-05-06,Male,442-15-8445,555-526-5917,patient436@yahoo.com,5453 Maple Dr,Los Angeles,AZ,87470,Joseph Brown,555-194-7140,INS000106,,B-,True,2023-11-27 23:53:57.966615
PAT000437,MRN1000437,Richard,Rodriguez,1965-11-11,Male,765-81-7308,555-207-5367,patient437@hotmail.com,5387 Valley Blvd,San Diego,AZ,18666,Jessica Harris,555-672-1897,INS000692,,A+,True,2023-01-14 23:53:57.966615
PAT000438,MRN1000438,Linda,Thompson,1971-05-14,Male,120-47-4869,555-584-7053,patient438@outlook.com,1674 Lake Dr,Phoenix,PA,64241,Sarah Rodriguez,555-494-2484,INS000819,INS000813,AB-,True,2020-10-13 23:53:57.966615
PAT000439,MRN1000439,John,Hernandez,2000-12-23,Female,472-62-8018,555-324-5083,patient439@gmail.com,6733 Elm St,Philadelphia,TX,70613,Nancy Thomas,555-712-5836,INS000347,,A+,True,2021-04-28 23:53:57.966615
PAT000440,MRN1000440,John,Wilson,1949-08-09,Male,134-53-1598,555-514-7076,patient440@email.com,834 Cedar Ln,Phoenix,AZ,66956,Jennifer Williams,555-722-2899,INS000016,,O-,True,2019-06-23 23:53:57.966615
PAT000441,MRN1000441,Linda,Moore,1966-04-14,Female,333-41-8277,555-263-5727,patient441@yahoo.com,7602 Oak Ave,San Antonio,FL,45902,William Wilson,555-294-7572,INS000845,,B-,True,2025-04-11 23:53:57.966615
